,from_id,to_id
401,29458079,2884771
402,29458079,22650211
403,29458079,21324258
404,29458079,22685200
405,29458079,14361155
406,29458079,33933259
407,29458079,36683668
408,29458079,19621110
409,29458079,16423109
410,29458079,15139457
411,29458079,17461978
412,29458079,27750488
413,29458079,27042513
414,29458079,19058681
415,29458079,115485051
416,29458079,16124481
417,29458079,28096105
418,29458079,14884472
419,29458079,10156532
420,29458079,16331010
421,29458079,15676578
422,29458079,25365536
423,29458079,22047070
424,29458079,65493023
425,29458079,53238154
426,29458079,24963961
427,29458079,8795772
428,29458079,428333
429,29458079,759251
430,29458079,16664681
431,29458079,19259102
432,29458079,28144343
433,29458079,28143425
434,29458079,22411875
435,29458079,807095
436,29458079,100598125
437,29458079,7313362
438,29458079,17093617
439,29458079,17454769
440,29458079,25073877
441,29458079,15097998
442,29458079,65992743
443,29458079,46627530
444,29458079,60667856
445,29458079,20641995
446,29458079,19397785
447,29458079,15846407
448,29458079,53153263
449,29458079,133792190
450,29458079,193878351
451,29458079,27847834
452,29458079,19956026
453,29458079,15637594
454,29458079,32004130
455,29458079,25589776
456,29458079,15224867
457,29458079,21198477
458,29458079,15354756
459,29458079,21232507
460,29458079,2836421
461,29458079,17469289
462,29458079,1367531
463,29458079,9252212
464,29458079,1652541
465,29458079,14173315
466,29458079,10222202
467,29458079,23261363
468,29458079,20118234
469,29458079,27027994
470,29458079,27538577
471,29458079,27960197
472,29458079,16622713
473,29458079,22193767
474,29458079,22448911
475,25073877,18166778
476,18166778,1062465792212717574
477,18166778,40891771
478,18166778,1267841066335682562
479,18166778,20545835
480,18166778,983108315466162178
481,18166778,827279765287559171
482,18166778,1261286876142604288
483,18166778,620571475
484,18166778,113758100
485,18166778,18379614
486,18166778,98471035
487,18166778,3995778614
488,18166778,28628850
489,18166778,41504814
490,18166778,59812317
491,18166778,2164909022
492,18166778,17061263
493,18166778,916052708930588672
494,18166778,4081106480
495,18166778,109579534
496,18166778,1080870981877534720
497,18166778,46176168
498,18166778,114388293
499,18166778,28587919
500,18166778,22798141
501,18166778,334920737
502,18166778,50772918
503,18166778,704320143824953344
504,18166778,278145569
505,18166778,18632666
506,18166778,75364211
507,18166778,555474658
508,18166778,264219447
509,18166778,1071402577
510,18166778,1096059529
511,18166778,600463589
512,18166778,983348251972816896
513,18166778,291756142
514,18166778,202206694
515,18166778,816683274076614656
516,18166778,1017500185356853248
517,18166778,816131319033950208
518,18166778,2966205003
519,18166778,816719802328715264
520,18166778,1083469084648505344
521,18166778,191469176
522,18166778,14836282
523,18166778,3131144855
524,18166778,1408003598
525,18166778,1196441152486072320
526,18166778,178363095
527,18166778,2574326187
528,18166778,1046783815937662976
529,18166778,211530910
530,18166778,42153941
531,18166778,240393970
532,18166778,75541946
533,18166778,395419988
534,18166778,816284664658874368
535,18166778,518644221
536,18166778,1098615836
537,18166778,854715071116849157
538,18166778,2847548951
539,18166778,217550862
540,18166778,387937220
541,18166778,126722715
542,18166778,177028305
543,18166778,17685258
544,18166778,466864852
545,18166778,15515169
546,18166778,15874918
547,18166778,133052366
548,18166778,45676731
549,18166778,259001548
550,18166778,1249982359
551,18166778,233693291
552,18166778,344972339
553,18166778,2353605901
554,18166778,327862439
555,18166778,1082369392229400576
556,18166778,121574367
557,18166778,38644883
558,18166778,1072008757
559,18166778,237312687
560,18166778,2914515430
561,18166778,1071900114
562,18166778,2861616083
563,18166778,2914163523
564,18166778,248469208
565,18166778,1444015610
566,18166778,1173978070535024642
567,18166778,4121225056
568,18166778,757832485
569,18166778,384910109
570,18166778,3086289084
571,18166778,312800783
572,18166778,41417564
573,18166778,36529101
574,18166778,752511428683296768
575,18166778,751799352755052544
576,18166778,17060573
577,18166778,816012124505931780
578,18166778,2966758114
579,18166778,1092757885
580,18166778,1060370282
581,18166778,1069124515
582,18166778,1074412920
583,18166778,2951574214
584,18166778,2962891515
585,18166778,242772524
586,18166778,811632636598910976
587,18166778,2382685057
588,18166778,806583915012046854
589,18166778,1630896181
590,18166778,1025521
591,18166778,782806500
592,18166778,37999041
593,18166778,1119283436265582595
594,18166778,1031612276
595,18166778,299883942
596,18166778,93412074
597,18166778,996094929733652481
598,18166778,1136060761422405633
599,18166778,1092539755886202881
600,18166778,1144299646896025602
601,18166778,45861760
602,18166778,2643570679
603,18166778,1080891667308298240
604,18166778,245649240
605,18166778,1137600571
606,18166778,10774652
607,18166778,2263438704
608,18166778,39384517
609,18166778,4205133682
610,18166778,159714203
611,18166778,16157855
612,18166778,370491805
613,18166778,29658469
614,18166778,753385398718521344
615,18166778,17469492
616,18166778,960962340
617,18166778,1039879658400112640
618,18166778,1356030014
619,18166778,812135885328236551
620,18166778,815966620300480514
621,18166778,2976606250
622,18166778,851621377
623,18166778,1060487274
624,18166778,235251868
625,18166778,69022849
626,18166778,1209936918
627,18166778,1246071673
628,18166778,434418589
629,18166778,56561449
630,18166778,408806531
631,18166778,398886217
632,18166778,1628841380
633,18166778,519819758
634,18166778,292929271
635,18166778,878247600096509952
636,18166778,173925279
637,18166778,171632862
638,18166778,1687120508
639,18166778,237403203
640,18166778,450941680
641,18166778,93069110
642,18166778,50011708
643,18166778,205392468
644,18166778,15212187
645,18166778,975198558461800449
646,18166778,2717961126
647,18166778,912759481766957057
648,18166778,704391334128394240
649,18166778,4808402532
650,18166778,247981000
651,18166778,838462994
652,18166778,55896443
653,18166778,45604374
654,18166778,45265448
655,18166778,2337241560
656,18166778,18956073
657,18166778,43919633
658,18166778,120295432
659,18166778,2964949642
660,18166778,229197216
661,18166778,21829541
662,18166778,21784951
663,18166778,144986277
664,18166778,2253968388
665,18166778,48029066
666,18166778,930552552302792705
667,18166778,898787903609765890
668,18166778,2852998461
669,18166778,34715823
670,18166778,817138492614524928
671,18166778,18983793
672,18166778,16030518
673,18166778,25101996
674,18166778,1083125649609506816
675,18166778,1081318716573470720
676,18166778,1080515866255593472
677,18166778,880480631108644864
678,18166778,843636970538618880
679,18166778,1072158357237174272
680,18166778,1078741899572240384
681,18166778,376453771
682,18166778,1890308449
683,18166778,34929057
684,18166778,335100687
685,18166778,584012853
686,18166778,1082790600292925440
687,18166778,12354832
688,18166778,432895323
689,18166778,1080477288955826176
690,18166778,1360615250
691,18166778,872148729184362497
692,18166778,20975060
693,18166778,91882544
694,18166778,232901331
695,18166778,2417586104
696,18166778,4263722186
697,18166778,2316003960
698,18166778,29515247
699,18166778,2229044521
700,18166778,2330590446
701,18166778,3221357514
702,18166778,816652616625168388
703,18166778,2937476451
704,18166778,859016395
705,18166778,1409218891
706,18166778,445763068
707,18166778,22956220
708,18166778,2933760046
709,18166778,237299871
710,18166778,138182116
711,18166778,3565248672
712,18166778,2332354080
713,18166778,37841185
714,18166778,520497278
715,18166778,42645839
716,18166778,16337264
717,18166778,104797238
718,18166778,119837703
719,18166778,328474134
720,18166778,18005085
721,18166778,138809881
722,18166778,1257667158
723,18166778,2750127259
724,18166778,471672239
725,18166778,52544275
726,18166778,39349894
727,18166778,235312723
728,18166778,969218051555184640
729,18166778,48459553
730,18166778,58579942
731,18166778,208155240
732,18166778,39344374
733,18166778,523248016
734,18166778,26007752
735,18166778,334715818
736,18166778,13850422
737,18166778,806906355214852096
738,18166778,562989744
739,18166778,22203756
740,18166778,818910970567344128
741,18166778,818876014390603776
742,18166778,29458079
743,18166778,822215679726100480
744,18166778,25073877
745,18166778,107607453
746,18166778,16228479
747,18166778,44397959
748,18166778,252398355
749,18166778,1375289149
750,18166778,22703645
751,18166778,240760644
752,18166778,54412900
753,18166778,22055226
754,18166778,25202268
755,18166778,17995040
756,18166778,22129280
757,18166778,2975091705
758,18166778,818948638890217473
759,18166778,495279112
760,18166778,847466045665296384
761,18166778,3016071993
762,18166778,778700700696010754
763,18166778,742735530287304704
764,18166778,87773012
765,18166778,2941150387
766,18166778,50055701
767,18166778,739185958659194880
768,18166778,109025212
769,18166778,19727460
770,18166778,2369949012
771,18166778,2307118986
772,18166778,21010214
773,18166778,18773159
774,18166778,591973307
775,18166778,15739391
776,18166778,2790089134
777,18166778,21657051
778,18166778,246341769
779,18166778,104342107
780,18166778,4784588107
781,18166778,44892972
782,18166778,258385806
783,18166778,2460530136
784,18166778,3297010667
785,18166778,233842454
786,18166778,975200486
787,18166778,1058807868
788,18166778,47415772
789,18166778,3911294003
790,18166778,282695161
791,18166778,2596185043
792,18166778,2361224263
793,18166778,2528017561
794,18166778,84921665
795,18166778,143798379
796,18166778,2990729241
797,18166778,334831869
798,18166778,430001683
799,18166778,204599219
800,18166778,38495835
801,18166778,27311044
802,18166778,50769180
803,18166778,393469195
804,18166778,306523709
805,18166778,65523275
806,18166778,86129724
807,18166778,552044121
808,18166778,3087045099
809,18166778,107441863
810,18166778,94046324
811,18166778,3194914432
812,18166778,3396448107
813,18166778,22931765
814,18166778,18740406
815,18166778,21252618
816,18166778,21945002
817,18166778,14844867
818,18166778,91707454
819,18166778,449355748
820,18166778,1276086860
821,18166778,904427120
822,18166778,331058416
823,18166778,60628575
824,18166778,201389881
825,18166778,1949672929
826,18166778,374710346
827,18166778,55313263
828,18166778,38018775
829,18166778,21768343
830,18166778,15570213
831,18166778,109050508
832,18166778,89250968
833,18166778,16637197
834,18166778,21485095
835,18166778,2411400990
836,18166778,2375533844
837,18166778,28855191
838,18166778,21821061
839,18166778,221184791
840,18166778,16698389
841,18166778,398088661
842,18166778,19186003
843,18166778,134329964
844,18166778,136550204
845,18166778,62531620
846,18166778,838803536
847,18166778,189129306
848,18166778,42946039
849,18166778,2251229473
850,18166778,72955172
851,18166778,17112878
852,18166778,108617810
853,18166778,234812598
854,18166778,20243128
855,18166778,42692687
856,18166778,121147627
857,18166778,138609858
858,18166778,2970279814
859,18166778,34198151
860,18166778,2612307559
861,18166778,822215673812119553
862,18166778,2962813893
863,18166778,2847221717
864,18166778,24438725
865,18166778,461759120
866,18166778,2875310271
867,18166778,304576970
868,18166778,2953974395
869,18166778,15455253
870,18166778,69773058
871,18166778,16187637
872,18166778,129879105
873,18166778,250912539
874,18166778,389034983
875,18166778,2734241886
876,18166778,26777550
877,18166778,65744750
878,18166778,65703588
879,18166778,266830495
880,18166778,472109910
881,18166778,36634373
882,18166778,32504082
883,18166778,38460940
884,18166778,61877887
885,18166778,2382160040
886,18166778,272020103
887,18166778,44497416
888,18166778,285736926
889,18166778,43465410
890,18166778,29259771
891,18166778,62725783
892,18166778,20732804
893,18166778,158596217
894,18166778,2226964764
895,18166778,21412739
896,18166778,34543098
897,18166778,551186117
898,18166778,86178449
899,18166778,19923351
900,18166778,58500450
901,18166778,1173054482
902,18166778,1969244588
903,18166778,18646108
904,18166778,329431307
905,18166778,255492065
906,18166778,63506948
907,18166778,1363127011
908,18166778,16031927
909,18166778,242366324
910,18166778,2377634713
911,18166778,963480595
912,18166778,1058460818
913,18166778,18958999
914,18166778,1128372518
915,18166778,447885810
916,18166778,1180379185
917,18166778,1209417007
918,18166778,813286
919,18166778,15808765
920,18166778,237348797
921,18166778,1074480192
922,18166778,216881337
923,18166778,88784440
924,18166778,130600206
925,18166778,22508473
926,18166778,26487169
927,18166778,281610530
928,18166778,23022687
929,18166778,239537692
930,18166778,189542696
931,18166778,943814922
932,18166778,989909454
933,18166778,2598006824
934,18166778,18163042
935,18166778,37590378
936,18166778,436796988
937,18166778,118245138
938,18166778,16721461
939,18166778,252922828
940,18166778,1131917492
941,18166778,23525476
942,18166778,49187334
943,18166778,237590404
944,18166778,18950883
945,18166778,315188364
946,18166778,76346161
947,18166778,223970563
948,18166778,39968958
949,18166778,18880383
950,18166778,65095263
951,18166778,16030076
952,18166778,246824198
953,18166778,25456478
954,18166778,16941053
955,18166778,196168350
956,18166778,54791458
957,18166778,234822928
958,18166778,236916916
959,18166778,173933567
960,18166778,234053893
961,18166778,234469322
962,18166778,193794406
963,18166778,17544524
964,18166778,224294785
965,18166778,235719973
966,18166778,201079432
967,18166778,170166825
968,18166778,15923226
969,18166778,30864583
970,18166778,89681569
971,18166778,13524182
972,18166778,54911009
973,18166778,208986059
974,18166778,77911590
975,18166778,19612749
976,18166778,29716801
977,18166778,71627462
978,18166778,63533673
979,18166778,21830589
980,18166778,116136264
981,18166778,119245234
982,18166778,17356661
983,18166778,160567797
984,18166778,37964078
985,18166778,18323740
986,18166778,21136403
987,18166778,76936051
988,18166778,23195603
989,18166778,135108504
990,18166778,15922214
991,18166778,22043645
992,18166778,26820275
993,18166778,16148677
994,18166778,49540065
995,18166778,103104762
996,18166778,190328374
997,18166778,21520307
998,18166778,70847389
999,18166778,18959234
1000,18166778,23586174
1001,18166778,60223057
1002,18166778,63500744
1003,18166778,15745368
1004,18166778,818927131883356161
1005,18166778,177304139
1006,18166778,24618431
1007,18166778,29259675
1008,18166778,37666984
1009,18166778,63650107
1010,18166778,90023999
1011,18166778,116592632
1012,18166778,15891841
1013,18166778,105797514
1014,18166778,49677921
1015,18166778,41602163
1016,18166778,122129337
1017,18166778,15425471
1018,18166778,15685932
1019,18166778,94586416
1020,18166778,17376378
1021,18166778,23025656
1022,18166778,122250552
1023,18166778,29608023
1024,18166778,48349956
1025,18166778,49247581
1026,18166778,124186052
1027,18166778,117633137
1028,18166778,57953560
1029,18166778,15938938
1030,18166778,26566067
1031,18166778,53266194
1032,18166778,15259172
1033,18166778,23396765
1034,18166778,82764483
1035,18166778,108085194
1036,18166778,50062869
1037,18166778,43848748
1038,18166778,20778470
1039,18166778,46329140
1040,18166778,18150288
1041,18166778,66140425
1042,18166778,41670576
1043,18166778,48605417
1044,18166778,25553371
1045,18166778,14801984
1046,18166778,17927204
1047,18166778,15742514
1048,18166778,42668060
1049,18166778,137893761
1050,18166778,16439556
1051,18166778,138840755
1052,18166778,19078651
1053,18166778,16460887
1054,18166778,42432498
1055,18166778,18770451
1056,18166778,14161120
1057,18166778,21432231
1058,18166778,51964801
1059,18166778,14191075
1060,18166778,139769413
1061,18166778,21021728
1062,18166778,22205114
1063,18166778,117509692
1064,18166778,58708159
1065,18166778,19855461
1066,18166778,29841742
1067,18166778,30005269
1068,18166778,34446152
1069,18166778,44085236
1070,18166778,19500037
1071,18166778,19905732
1072,18166778,134978350
1073,18166778,14737677
1074,18166778,45836897
1075,18166778,80182673
1076,18166778,116518445
1077,18166778,15755812
1078,18166778,23051840
1079,18166778,29317397
1080,18166778,65046098
1081,18166778,95796340
1082,18166778,20776147
1083,18166778,17967056
1084,18166778,69315767
1085,18166778,58981627
1086,18166778,15533248
1087,18166778,107256696
1088,18166778,119991364
1089,18166778,14313633
1090,18166778,17912420
1091,18166778,20736645
1092,18166778,16245688
1093,18166778,21327648
1094,18166778,16448030
1095,18166778,34113952
1096,18166778,122790750
1097,18166778,27897429
1098,18166778,17724673
1099,18166778,24632689
1100,18166778,18839968
1101,18166778,32773804
1102,18166778,125128428
1103,18166778,30653539
1104,18166778,58966831
1105,18166778,43964874
1106,18166778,68881091
1107,18166778,63864872
1108,18166778,73557861
1109,18166778,22479704
1110,18166778,16042901
1111,18166778,19479195
1112,18166778,21857709
1113,18166778,29124567
1114,18166778,19637223
1115,18166778,49778220
1116,18166778,14203700
1117,18166778,22333893
1118,18166778,103170931
1119,18166778,15857537
1120,18166778,19095633
1121,18166778,90755370
1122,18166778,36681617
1123,18166778,41885591
1124,18166778,30262816
1125,18166778,86322392
1126,18166778,14660096
1127,18166778,17532683
1128,18166778,22026825
1129,18166778,17608944
1130,18166778,81143714
1131,18166778,122835680
1132,18166778,15383584
1133,18166778,21675062
1134,18166778,66729985
1135,18166778,126771455
1136,18166778,35006107
1137,18166778,15501326
1138,18166778,67208387
1139,18166778,113572649
1140,18166778,21905548
1141,18166778,35289571
1142,18166778,24645354
1143,18166778,22334925
1144,18166778,21361003
1145,18166778,19909019
1146,18166778,129554023
1147,18166778,83671602
1148,18166778,25351854
1149,18166778,39660906
1150,18166778,17349381
1151,18166778,104269439
1152,18166778,33044471
1153,18166778,14311122
1154,18166778,14794571
1155,18166778,58331049
1156,18166778,39538468
1157,18166778,23126646
1158,18166778,19877680
1159,18166778,43192774
1160,18166778,31431069
1161,18166778,19788181
1162,18166778,24225648
1163,18166778,19886110
1164,18166778,36563254
1165,18166778,28672288
1166,18166778,42300159
1167,18166778,19924390
1168,18166778,19353865
1169,18166778,15211782
1170,18166778,18197096
1171,18166778,21443076
1172,18166778,133740622
1173,18166778,47437206
1174,18166778,17964275
1175,18166778,15863571
1176,18166778,125941760
1177,18166778,58234013
1178,18166778,15774353
1179,18166778,16189143
1180,18166778,19340854
1181,18166778,123389809
1182,18166778,17918065
1183,18166778,39321910
1184,18166778,40623989
1185,18166778,20220277
1186,18166778,34293050
1187,18166778,18001922
1188,18166778,18064776
1189,18166778,13065342
1190,18166778,50357334
1191,18166778,57826817
1192,18166778,14813265
1193,18166778,58875245
1194,18166778,66764124
1195,18166778,67012920
1196,18166778,25883949
1197,18166778,46312016
1198,18166778,61095768
1199,18166778,24257392
1200,18166778,15528561
1201,18166778,20544211
1202,18166778,79494906
1203,18166778,58916876
1204,18166778,84918001
1205,18166778,20010127
1206,18166778,54445020
1207,18166778,44130422
1208,18166778,34157839
1209,18166778,46913703
1210,18166778,45842973
1211,18166778,89093397
1212,18166778,16917866
1213,18166778,84619555
1214,18166778,32422915
1215,18166778,57419716
1216,18166778,17393385
1217,18166778,93687464
1218,18166778,93892402
1219,18166778,56724209
1220,18166778,17956822
1221,18166778,25344055
1222,18166778,18156308
1223,18166778,71781269
1224,18166778,36644927
1225,18166778,10860212
1226,18166778,42474016
1227,18166778,16949224
1228,18166778,20478883
1229,18166778,107454254
1230,18166778,18434181
1231,18166778,106842777
1232,18166778,15079844
1233,18166778,80956768
1234,18166778,73206697
1235,18166778,135683905
1236,18166778,135183037
1237,18166778,46681100
1238,18166778,38768052
1239,18166778,90484508
1240,18166778,20215969
1241,18166778,47750315
1242,18166778,89564503
1243,18166778,89686722
1244,18166778,136120109
1245,18166778,49636611
1246,18166778,19850687
1247,18166778,33438221
1248,18166778,21343653
1249,18166778,127486569
1250,18166778,49488028
1251,18166778,15369857
1252,18166778,41373879
1253,18166778,25169797
1254,18166778,108184778
1255,18166778,16023914
1256,18166778,46482725
1257,18166778,14826124
1258,18166778,26739956
1259,18166778,22136453
1260,18166778,53111469
1261,18166778,14282169
1262,18166778,22635636
1263,18166778,17919287
1264,18166778,50434933
1265,18166778,109353562
1266,18166778,52112995
1267,18166778,20077105
1268,18166778,60701990
1269,18166778,115478136
1270,18166778,32340002
1271,18166778,53822697
1272,18166778,19054477
1273,18166778,71604979
1274,18166778,22526014
1275,18166778,96195332
1276,18166778,18574723
1277,18166778,17295555
1278,18166778,103853031
1279,18166778,25614235
1280,18166778,56619845
1281,18166778,25597046
1282,18166778,122212010
1283,18166778,16054353
1284,18166778,18011106
1285,18166778,104548398
1286,18166778,58284596
1287,18166778,77839894
1288,18166778,15740256
1289,18166778,136295215
1290,18166778,50448580
1291,18166778,17885366
1292,18166778,16845343
1293,18166778,97509924
1294,18166778,49963103
1295,18166778,22185130
1296,18166778,136371370
1297,18166778,45821110
1298,18166778,31896742
1299,18166778,19742405
1300,18166778,65691824
1301,18166778,105551150
1302,18166778,136042969
1303,18166778,86159944
1304,18166778,75837191
1305,18166778,14785979
1306,18166778,17572404
1307,18166778,20576156
1308,18166778,47569934
1309,18166778,130337047
1310,18166778,85004277
1311,18166778,15802199
1312,18166778,136138246
1313,18166778,15182074
1314,18166778,136167000
1315,18166778,24416314
1316,18166778,69357935
1317,18166778,125451655
1318,18166778,41634520
1319,18166778,38425043
1320,18166778,16242309
1321,18166778,34416051
1322,18166778,15892094
1323,18166778,26773650
