,user_id,screen_name
225,28885852,chickforet
226,266084180,caseystegall
227,2176738226,LADAOffice
228,29515247,MelissaAFrancis
229,92119688,lafayette148ny
230,551280788,KirstanConley
231,21790160,PastorJohnHagee
232,153474021,MichaelKors
233,109702885,marcjacobs
234,250911289,AlexanderWangNY
235,280629993,JasonWu
236,274040176,givenchy
237,221392767,McQueen
238,69615397,LouboutinWorld
239,68399194,jimmychoo
240,114796408,Fendi
241,1156866230,Prada
242,44084633,LouisVuitton
243,136361303,voguemagazine
244,47459700,Burberry
245,60054156,YSL
246,85772748,dolcegabbana
247,326359913,CHANEL
248,73359920,MaisonValentino
249,22633584,HeatherMcDonald
250,34395888,RalphLauren
251,18647765,CalvinKlein
252,78021221,armani
253,72568426,Versace
254,49239873,Roberto_Cavalli
255,1383097530,jasonrileywsj
256,2480216612,foxnewsdesk
257,714334891,ManoloBlahnik
258,29609592,jilliekans
259,1426147146,thecolor19
260,118845216,SheriffClarke
261,17393196,NYPDnews
262,190799374,A_Ingelmo
263,23560015,warnerbros
264,30180137,TommyHilfiger
265,173999134,BWilliams
266,350426737,Garrett_FoxNews
267,64496398,MelissaJoanHart
268,63291287,staceydash
269,44951059,RealSheriffJoe
270,188969454,PaulBabeuAZ
271,27673921,eHasselrack
272,18916432,SpeakerRyan
273,216881337,RandPaul
274,22509548,DarrellIssa
275,22055226,replouiegohmert
276,17800215,jasoninthehouse
277,15745368,marcorubio
278,237403203,AllenWest
279,88784440,SenMikeLee
280,733751245,PRyan
281,1180379185,RealBenCarson
282,1074480192,SenTedCruz
283,50055701,MittRomney
284,23022687,tedcruz
285,18906561,GovernorPerry
286,27744185,krauthammer
287,47739450,ByronYork
288,69773058,stephenfhayes
289,49457533,Avik
290,112047805,brithume
291,281610530,Varneyco
292,46681100,marthamaccallum
293,581999965,RealDeanCain
294,62812958,Betsy_McCaughey
295,33276161,JohnFugelsang
296,147725246,FoxNewsInsider
297,31540671,foxnewsalert
298,7713202,SpeakerBoehner
299,15022633,Dennis_Kucinich
300,40156330,ScottGottliebMD
301,460848738,DrZuhdiJasser
302,90480218,RichardGrenell
303,2808322256,SI_YoungGOP
304,19805496,JulieBanderas
305,39139780,MaureenMakeup
306,118756393,AmbJohnBolton
307,237348797,TGowdySC
308,334715818,BuckSexton
309,166990746,MonicaCrowley
310,21010214,BillHemmer
311,26487169,LouDobbs
312,223970563,TeamCavuto
313,334053327,TheFive
314,122207745,SpecialReport
315,39308549,DailyCaller
316,16157855,edhenry
317,48029066,JamesRosenTV
318,16187637,ChadPergram
319,18805644,FoxNewsSunday
320,48861486,drrobiludwig
321,3390731,tomshillue
322,144569635,MikeyKayNYC
323,250636679,KarenDupiche
324,97621939,edwards_yancey
325,299456906,USAFmedicVET
326,396704627,EboniKWilliams
327,213634439,RepReneeEllmers
328,15751083,michaelcburgess
329,5695632,BuzzFeed
330,907165158,McHaleFrank
331,17898056,carpqueen
332,68198046,peterjohnsonjr
333,1248202656,paolamiliterno
334,17475920,BagSnob
335,755256301,JudgeJeanineGPS
336,213529544,NYSindy
337,25290694,vincenzacarovil
338,23970171,TomRooney
339,29216764,Judgenap
340,168541923,ACTforAmerica
341,16012783,thedailybeast
342,114547989,stefcutter
343,19084864,MichelleSigona
344,430397794,JoeyJacksonEsq
345,18853583,JohnSharpMD
346,16724353,lenoreva
347,17660116,BethFishReads
348,16442457,BonnieFuller
349,27386099,ChristopherHahn
350,7841652,andylevy
351,19091173,scrowder
352,43698856,CarolineManzo
353,26053643,jimmykimmel
354,409486555,MichelleObama
355,813286,BarackObama
356,6480682,azizansari
357,18228898,johnlegend
358,91390383,SofiaVergara
359,460485003,itsJulieBowen
360,27825390,ericstonestreet
361,20196258,ElizabethBanks
362,258900199,RepMaloney
363,19726613,SenatorCollins
364,72198806,SenGillibrand
365,20095845,iamjrmartinez
366,28628850,greggutfeld
367,161420856,GiordanosPizza
368,402322630,DionBaia
369,249228661,AmyRosenblumTV
370,7259302,JoeTrippi
371,110827653,EvaLongoria
372,246084177,tarabera11
373,110445334,megynkelly
374,27311044,DanaPerino
375,137355680,noellenikpour
376,18313747,HARRISFAULKNER
377,18646108,BretBaier
378,14335880,KirstenPowers
379,389512058,EdRollins
380,15416505,GovMikeHuckabee
381,186646579,ainsleyearhardt
382,228747444,TheJuanWilliams
383,17947425,tonyareiman
384,48410093,TomCruise
385,71876190,DannyDeVito
386,304438831,Aphrodite_Jones
387,27949916,MarkEiglarsh
388,25101996,kimguilfoyle
389,194788901,cdurso96
390,60776762,amye320
391,309269219,DickTracyOrlndo
392,179126759,IndyEatWell
393,330919029,brixo220
394,82677087,anthonycase
395,257963431,AChocolateWoman
396,28991169,BethKaras
397,32162348,bryanlavietes
398,284602545,WhoopiGoldberg
399,288452305,ABFalecbaldwin
400,27104958,JimLichtenstein
401,26282046,HLNTV
402,269852626,NancyGrace
403,299790272,TVAshleigh
404,120153772,WomenintheWorld
405,19582385,ChuyBravo
406,19877186,chelseahandler
407,22055109,SteveDoocy
408,18583722,Janefonda
409,19329393,PerezHilton
410,16190898,RyanSeacrest
411,15227791,WilliamShatner
412,27109019,ElizabethTaylor
413,20109973,AnnCurry
414,21414413,Joan_Rivers
415,33514869,BarbaraJWalters
416,21258337,TheView
417,29546945,GayleKing
418,2884771,Newsweek
419,22650211,GMA
420,21324258,MarthaStewart
421,22685200,kingsthings
422,14361155,Refugees
423,33933259,UNICEF
424,36683668,USAID
425,19621110,good
426,16423109,RED
427,15139457,kens888
428,17461978,SHAQ
429,27750488,PaulaAbdul
430,27042513,RealHughJackman
431,19058681,aplusk
432,115485051,ConanOBrien
433,16124481,dawashington
434,28096105,Montel_Williams
435,14884472,BillSchulz
436,10156532,momlogic
437,16331010,TMZ
438,15676578,extratv
439,25365536,KimKardashian
440,22047070,limbaugh
441,65493023,SarahPalinUSA
442,53238154,howiemandel
443,24963961,OzzyOsbourne
444,8795772,freep
445,428333,cnnbrk
446,759251,CNN
447,16664681,latimes
448,19259102,Harvard_Law
449,28144343,WSJLawNews
450,28143425,WSJlaw
451,22411875,nytimesphoto
452,807095,nytimes
453,100598125,SportsTalkCHI
454,7313362,chicagotribune
455,17093617,hootsuite
456,17454769,glennbeck
457,25073877,realDonaldTrump
458,15097998,TraceAdkins
459,65992743,lindsaylohan
460,46627530,rosannascotto
461,60667856,ndvh
462,20641995,mariolopezviva
463,19397785,Oprah
464,15846407,TheEllenShow
465,53153263,tyrabanks
466,133792190,JudgeGregMathis
467,193878351,Love_IsNotAbuse
468,27847834,DAYBREAKUSA
469,19956026,elvisduran
470,15637594,Jillzarin
471,32004130,JoyVBehar
472,25589776,people
473,15224867,andersoncooper
474,21198477,primetimeJoey
475,15354756,dbarbossa
476,21232507,SamChampion
477,2836421,MSNBC
478,17469289,nypost
479,1367531,FoxNews
480,9252212,PoliticalTicker
481,1652541,Reuters
482,14173315,NBCNews
483,10222202,latimesent
484,23261363,MakeupByMario
485,20118234,georgieboyla
486,27027994,carolynhalpern
487,27538577,stacylondon
488,27960197,wendydiamond
489,16622713,ldmandel
490,22193767,jafpac
491,22448911,telepixie
492,315613335,rmr186
493,1062465792212717574,KerriKupecDOJ
494,40891771,WhitlockJason
495,1267841066335682562,RepTiffany
496,20545835,newsmax
497,983108315466162178,loganclarkhall
498,827279765287559171,RepMikeJohnson
499,1261286876142604288,SelectGOP
500,113758100,DennisDMZ
501,18379614,RubinReport
502,98471035,Liz_Cheney
503,3995778614,KamVTV
504,41504814,BonillaJL
505,59812317,HillsdaleInDC
506,2164909022,MikeLeeforUtah
507,17061263,netanyahu
508,916052708930588672,circleboom
509,4081106480,realDailyWire
510,109579534,EliseStefanik
511,1080870981877534720,SenatorBraun
512,46176168,MajorCBS
513,114388293,KristiNoem
514,22798141,FoxSportsRadio
515,334920737,Outkick
516,50772918,ClayTravis
517,704320143824953344,senjudiciary
